ID,Conteúdo,Autor,Categoria,Subcategoria,Status,Tags,Última Sincronização,Excluir?
3218,"NM313 5.3.2 Equipamentos na cabina 5.3.2.1 Deve-se instalar um corrimão localizado nos painéis laterais e no de fundo, O corrimão deve ter uma seção transversal entre 30 mm e 45 mm, com raio mínimo de 5 mm ± 1 mm. Deve permitir boa empunhadura, sendo preferencialmente de seção circular, com espaço livre entre o painel da cabina e o corrimão de 40 mm mm. A altura da parte superior do corrimão deve estar entre 875 mm ± 25 mm do piso acabado e ter contraste com os
painéis de cabina (ver Anexo E).
O corrimão deve ser interrompido junto a botoeira da cabina para não obstruir botões ou comandos. Nesta situação a  extremidade deve ser voltada para a parede para minimizar o risco de acidente. Se não houver continuidade entre os corrimãos instalados entre os painéis laterais e de fundo, a distância entre os mesmos deve ser entre 40 mm e 45 mm, com extremidades fechadas e não ter cantos vivos.",Rômulo,,Estrutura Interna e Acabamento,ok,"corrimao na cabina, acessibilidade, NM313",08/07/2026,FALSE
3219,"A norma de acessibilidade NM313:2003 exige que existam corrimãos situados em ambos os painéis laterais da cabina.
NM313 5.3.2 Equipamentos na cabina
5.3.2.1 Deve-se instalar um corrimão localizado nos painéis laterais e no de fundo, O corrimão deve ter uma seção transversal entre 30 mm e 45 mm, com raio mínimo de 5 mm ± 1 mm(...)",Rômulo,,Estrutura Interna e Acabamento,ok,corrimão em apenas um lado,08/07/2026,FALSE
3220,As partes inferiores da cabina estão com oxidações. Deve-se proceder a limpeza e tratamentos anticorrosivos.,Eliseu,,Estrutura Interna e Acabamento,ok,"Aspecto Físico, parte inferior oxidada, tratamento anticorrosivo",08/07/2026,FALSE
3221,"A norma determina que deve existir guarda corpo no topo da cabina devendo consistir de pelo menos um corrimão, um rodapé de 0,1 m de altura e uma barra intermediária a meia altura. A falta do guarda corpo sujeita o pessoal técnico a quedas e acidentes.",Eliseu,,Guarda Corpo,ok,deve existir guarda corpo,08/07/2026,FALSE
3222,"A balaustrada no topo da cabina deve consistir de pelo menos um corrimão, um rodapé de 0,1 m de altura e uma barra intermediária a meia altura.(Falta o rodapé e a barra intermediária a meia altura)",Eliseu,,Guarda Corpo,ok,falta rodapé e barra intermediária,08/07/2026,FALSE
3223,"Recomenda-se a instalação de guarda corpo no topo da cabina devendo consistir de pelo menos um corrimão, um rodapé de 0,1 m de altura e uma barra intermediária a meia altura. A falta do guarda corpo sujeita o pessoal técnico a quedas e acidentes.",Eliseu,,Guarda Corpo,ok,"deve existir guarda corpo, quedas",08/07/2026,FALSE
3224,"Falta o a instalação do guarda corpo sobre a cabina.
A norma NM 207 determina: Deve existir guarda corpo no topo da cabina devendo consistir de pelo menos um corrimão, um rodapé de 0,1 m de altura e uma barra intermediária a meia altura.
A falta do guarda corpo sujeita o pessoal técnico a quedas e acidentes.",Eliseu,,Guarda Corpo,ok,"falta guarda corpo, norma",08/07/2026,FALSE
3225,"Falta o rodapé do guarda corpo. A norma NM207 determina: Deve existir guarda corpo no topo da cabina devendo consistir de pelo menos um corrimão, um rodapé de 0,1 m de altura e uma barra intermediária a meia altura. A falta do guarda corpo sujeita o pessoal técnico a quedas e acidentes.",Eliseu,,Guarda Corpo,ok,"falta rodapé, norma",08/07/2026,FALSE
3226,"a cabina desse elevador não atende à Norma no que se refere a ventilação natural da mesma. Tal irregularidade sujeita os passageiros a falta de ar que podem se tornar graves quando os passageiros estão presos no interior da cabina. Recomenda-se a regularização fazendo-se aberturas nas laterais, na parte superior e inferior da cabina, conforme determina a Norma:8.15.1 As cabinas devem ser providas com aberturas de ventilação na sua parte superior e inferior.8.15.2 A área efetiva das aberturas de ventilação situadas na parte superior da cabina deve ser pelo menos 1% da área útil da cabina, e o mesmo se aplica para as aberturas na parte inferior da cabina. As folgas ao redor das portas da cabina podem ser consideradas no cálculo da área dos furos de ventilação, até 50% da área efetiva requerida.",Eliseu,,Iluminação e Ventilação,ok,"deficiente, aberturas de ventilação, norma",08/07/2026,FALSE
3227," A cabina desse elevador não possui aberturas na parte inferior de forma a proporcionar a ventilação natural da mesma. Tal irregularidade sujeita os passageiros a falta de ar que podem se tornar graves quando os passageiros estão presos no interior da cabina em situações de emergência. Recomenda-se a regularização fazendo-se aberturas nas laterais, na parte superior e inferior das cabinas, conforme determina a Norma atual:8.15.1 As cabinas devem ser providas com aberturas de ventilação na sua parte superior e inferior.8.15.2 A área efetiva das aberturas de ventilação situadas na parte superior da cabina deve ser pelo menos 1% da área útil da cabina, e o mesmo se aplica para as aberturas na parte inferior da cabina. As folgas ao redor das portas da cabina podem ser consideradas no cálculo da área dos furos de ventilação, até 50% da área efetiva requerida.",Eliseu,,Iluminação e Ventilação,ok,"deficiente, aberturas de ventilação, norma",08/07/2026,FALSE
3228," As cabinas desse elevador apresentam condição de ventilação natural deficiente. Tal irregularidade sujeita os passageiros a falta de ar quando presos no interior da cabina. Recomenda-se a regularização fazendo-se aberturas nas laterais, na parte superior e inferior da cabina, conforme determina a Norma:",Eliseu,,Iluminação e Ventilação,ok,"deficiente, aberturas de ventilação",08/07/2026,FALSE
3229," As pás do ventilador da cabina 4 estão expostas (sem grades), sujeitando-as pessoas e o equipamento a danos e acidentes.",Eliseu,,Iluminação e Ventilação,ok,"pás do ventilador expostas, acidentes",08/07/2026,FALSE
3230,"O detalhe abaixo mostra a grelha da cabina destinada à ventilação forçada, ligada ao duto. (na falta de energia esse sistema fica inoperante, desta forma os passageiros dependem das boas condições da ventilação natural)",Eliseu,,Iluminação e Ventilação,ok,"Ventilação, falta de energia, importante ventilação natural",08/07/2026,FALSE
3231,"Algumas luminárias estão soltas sobre o subteto, de forma irregular.",Eliseu,,Iluminação e Ventilação,ok,"Iluminação, luminárias soltas",08/07/2026,FALSE
3232," As fiações do ventilador sobre a cabina estão expostas e sujeitas à pisoteio. Todas as partes sob tensão do sistema elétrico, na caixa do elevador, nas paradas, dentro ou em cima da cabinas, devem ser protegidas contra contato acidental.",Eliseu,,Iluminação e Ventilação,ok,"Ventilação, fiações do ventilador soltas",08/07/2026,FALSE
3233,"As pás do ventilador sobre a cabina estão expostas, sem grade de proteção. Sujeita a acidentes e danos com a penetração de objetos e contato acidental.
Recomenda-se a instalação da grade.",Eliseu,,Iluminação e Ventilação,ok,"Ventilação, pás do ventilador expostas, acidentes",08/07/2026,FALSE
3234,"Falta reforçar a iluminação no interior da cabina. O valor obtido foi 29lx. 4.9.4.13 As cabinas devem ter iluminação com um mínimo de duas lâmpadas, de forma a assegurar iluminamento médio mínimo de 50 lux ao nível do piso.",Eliseu,,Iluminação e Ventilação,ok,"iluminação fraca, norma",08/07/2026,FALSE
3235,"Faltam luminárias no interior da cabina.4.9.4.13 As cabinas devem ter iluminação com um mínimo de duas lâmpadas, de forma a assegurar iluminamento médio mínimo de 50 lx ao nível do piso.",Eliseu,,Iluminação e Ventilação,ok,"faltam luminárias, iluminação mínima, norma",08/07/2026,FALSE
3236,"O duto de ventilação da cabina está esmagado, impossibilitando a passagem do ar para ventilação da cabina.",Eliseu,,Iluminação e Ventilação,ok,"duto esmagado, impedindo ventilação",08/07/2026,FALSE
3241,"Vistas gerais mostrando a parte interna da cabina.
 
A cabina desse elevador não atende à Norma no que se refere a ventilação natural da mesma.
Tal irregularidade sujeita os passageiros a falta de ar que podem se tornar graves quando os passageiros estão presos no interior da cabina.
Recomenda-se a regularização fazendo-se aberturas laterais, na parte superior e inferior da cabina, conforme determina a Norma:
NM 207 8.15.1 As cabinas devem ser providas com aberturas de ventilação na sua parte superior e inferior. 8.15.2 A área efetiva das aberturas de ventilação situadas na parte superior da cabina deve ser pelo menos 1% da área útil da cabina, e o mesmo se aplica para as aberturas na parte inferior da cabina. As folgas ao redor das portas da cabina podem ser consideradas no cálculo da área dos furos de ventilação, até 50% da área efetiva requerida.
 
A entrada de ar existente na parte inferior é insuficiente para atender às condições mínimas de ventilação natural da cabina (1% da área útil da cabina na parte inferior).
Área útil da cabina: 2,24 m²
Área efetiva de ventilação na parte superior: 0,00 m²
Área efetiva de ventilação na parte inferior: aprox. 0,015 m² (~ 0,4% da área útil da cabina).
 
Para a execução dos serviços de regularização, deve-se considerar que:
NM 207 8.15.3 As aberturas de ventilação devem ser feitas ou arranjadas de modo que não seja possível passar, através dos painéis da cabina, a partir de dentro, uma vareta rígida reta de 10 mm de diâmetro.",Eliseu,,Iluminação e Ventilação,ok,ventilação deficiente na cabina. NM 207,08/07/2026,FALSE
3242,"A ventoinha da ventilação forçada da cabina apresenta ruídos excessivos, típicos de rolamento danificado, necessita regularização.",Eliseu,,Iluminação e Ventilação,ok,ventoinha ruidosa Ventilação,08/07/2026,FALSE
3243," É recomendável que se faça aberturas na parte inferior (rodapé) e superior da cabina de forma a proporcionar circulação de ar que garanta as condições de conforto dos passageiros presos no interior da cabina, na ausência do funcionamento da ventilação forçada pelos ventiladores.",Eliseu,,Iluminação e Ventilação,ok,recomendação para ventilação natural,08/07/2026,FALSE
3244,"Necessita de regularização envolvendo a sua proteção contra danos.
NM207 13.5.1.1 Exceto para os circuitos de potência da máquina, podem ser usados em todos os circuitos os condutores selecionados conforme CENELEC HD 21.3 S2, partes 2 (HO7V-U e HO7V-R), 3 (HO7V-K), 4 (HO5V-U) e 5 (HO5V-K), desde que eles estejam instalados em conduites (ou canaletas) feitas de metal ou plásticos ou os condutores estejam protegidos de maneira equivalente.",Eliseu,,Instalação Elétrica,ok,"Fiações expostas, NM207",08/07/2026,FALSE
3245,"As instalações elétricas sobre a cabina estão em completo desarranjo. Existem diversos fios expostos. Deve-se proceder a uma total reinstalação das fiações, identificando-as e isolando as partes vivas.",Eliseu,,Instalação Elétrica,ok,"em desarranjo, reinstalação",08/07/2026,FALSE
3246,"As instalações elétricas sobre a cabina estão em desarranjo e sujeitas a pisoteio provocando mau contato e danos aos cabos e causando falhas de funcionamento aos elevadores. Existem diversos fios expostos. Deve-se proceder a uma reinstalação das fiações em conduites, identificando-as4.3.2 Proteção de equipamentos sob tensão: Todas as partes sob tensão do sistema elétrico, na caixa do elevador, nas paradas, dentro ou em cima da cabinas, devem ser protegidas contra contato acidental. Os condutores localizados na caixa, nas cabinas e na casa de máquinas, com exceção dos cabos de comando que ligam a fiação à caixa, devem ser instalados em condutos conforme a NBR 5410.",Eliseu,,Instalação Elétrica,ok,"em desarranjo, reinstalação, norma",08/07/2026,FALSE
3247,"P6- Algumas fiações estão com as partes vivas expostas e sem identificação. 4.3.2 Proteção de equipamentos sob tensão: Todas as partes sob tensão do sistema elétrico, na caixa do elevador, nas paradas, dentro ou em cima da cabinas, devem ser protegidas contra contato acidental. Os condutores localizados na caixa, nas cabinas e na casa de máquinas, com exceção dos cabos de comando que ligam a fiação à caixa, devem ser instalados em condutos conforme a NBR 5410.Pode ser usado eletroduto flexível em cabinas, casa de máquinas, caixas entre limitadores, fechos eletromagnéticos, botoeiras e dispositivos semelhantes, desde que não ultrapasse 1,50 m em comprimento. Em outros locais não sujeitos a danos, as derivações poderão ser igualmente feitas em eletrodutos flexíveis.",Eliseu,,Instalação Elétrica,ok,"fiações expostas, sem identificação, norma",08/07/2026,FALSE
3375,Vista geral da parte superior da cabina. Botões de inspeção. Pesador de carga. Operador de porta. Os equipamentos foram testados e encontram-se em boas condições de uso e funcionamento.,Eliseu,,Sem Subcategoria,ok,Parte Superior da Cabina inspecionado OK,08/07/2026,FALSE
3376,"Vistas gerais mostrando a parte superior, inferior e interior da cabina.",Rômulo,,Sem Subcategoria,ok,"Vistas gerais mostrando a parte superior, inferior e interior da cabina.",08/07/2026,FALSE
